Nº,Fecha y Hora de Registro,Velocidad (Km/h),Latitud,Longitud,FechaHora,Dia,delta_t_s,delta_v,delta_lat,delta_lon
3,2025-12-19 06:42:41,7.0,-0.3858383333333333,-78.52135111111112,2025-12-19 06:42:41,2025-12-19,2.302585092994046,9.666666666666666,-0.001,-0.001
13,2025-12-19 06:42:45,42.0,-0.4042572222222222,-78.53976,2025-12-19 06:42:45,2025-12-19,1.6094379124341005,18.666666666666668,-0.001,-0.001
22,2025-12-19 06:43:22,65.0,-0.3843066666666667,-78.50788444444444,2025-12-19 06:43:22,2025-12-19,3.6375861597263857,2.0,0.001,0.001
6,2025-12-19 06:43:27,13.0,-0.3621616666666666,-78.47248888888889,2025-12-19 06:43:27,2025-12-19,1.791759469228055,9.0,0.001,0.001
22,2025-12-19 06:43:30,69.0,-0.3540872222222222,-78.4660711111111,2025-12-19 06:43:30,2025-12-19,1.3862943611198906,-15.333333333333336,0.001,0.001
23,2025-12-19 06:43:40,19.0,-0.2287411111111111,-78.50659555555555,2025-12-19 06:43:40,2025-12-19,2.3978952727983707,10.0,0.001,-0.001
8,2025-12-19 06:43:45,43.0,-0.2431716666666666,-78.48520888888889,2025-12-19 06:43:45,2025-12-19,1.791759469228055,-2.3333333333333286,-0.001,0.001
7,2025-12-19 06:44:02,62.0,-0.2853144444444444,-78.4686488888889,2025-12-19 06:44:02,2025-12-19,2.8903717578961645,15.0,-0.001,0.001
19,2025-12-19 06:44:07,64.0,-0.2846561111111111,-78.46910222222222,2025-12-19 06:44:07,2025-12-19,1.791759469228055,9.666666666666664,0.0006583333333333,-0.0004533333333256
24,2025-12-19 06:44:37,72.0,-0.2309794444444444,-78.4844711111111,2025-12-19 06:44:37,2025-12-19,3.4339872044851463,-17.0,0.001,-0.001
17,2025-12-19 06:44:40,11.0,-0.3899727777777778,-78.51955555555556,2025-12-19 06:44:40,2025-12-19,1.3862943611198906,-12.0,-0.001,-0.001
18,2025-12-19 06:44:42,28.0,-0.3599566666666666,-78.47077333333333,2025-12-19 06:44:42,2025-12-19,1.0986122886681098,-10.0,0.001,0.001
27,2025-12-19 06:44:56,42.0,-0.2281911111111111,-78.48592,2025-12-19 06:44:56,2025-12-19,2.70805020110221,5.666666666666664,0.001,-0.001
3,2025-12-19 06:45:10,28.0,-0.3026055555555555,-78.45558222222222,2025-12-19 06:45:10,2025-12-19,2.70805020110221,1.3333333333333357,-0.001,0.001
13,2025-12-19 06:45:17,32.0,-0.3776866666666666,-78.50535111111111,2025-12-19 06:45:17,2025-12-19,2.079441541679836,-7.0,-0.001,-0.001
2,2025-12-19 06:45:21,21.0,-0.2325283333333333,-78.50105777777777,2025-12-19 06:45:21,2025-12-19,1.6094379124341005,-5.333333333333332,0.001,0.001
14,2025-12-19 06:45:56,12.0,-0.2271111111111111,-78.49105777777778,2025-12-19 06:45:56,2025-12-19,3.58351893845611,-8.333333333333334,0.001,0.001
11,2025-12-19 06:46:05,7.0,-0.232945,-78.5046488888889,2025-12-19 06:46:05,2025-12-19,2.302585092994046,-1.333333333333334,-0.001,-0.001
1,2025-12-19 06:46:12,17.0,-0.2372305555555555,-78.48418666666667,2025-12-19 06:46:12,2025-12-19,2.079441541679836,12.666666666666668,-0.001,0.001
21,2025-12-19 06:46:22,50.0,-0.2363877777777777,-78.48408888888889,2025-12-19 06:46:22,2025-12-19,2.3978952727983707,2.333333333333332,0.0008427777777778,9.777777778197104e-05
20,2025-12-19 06:46:31,14.0,-0.227165,-78.49259555555555,2025-12-19 06:46:31,2025-12-19,2.302585092994046,-1.0,0.001,-0.001
20,2025-12-19 06:46:40,14.0,-0.3327272222222222,-78.43468444444444,2025-12-19 06:46:40,2025-12-19,2.302585092994046,-14.333333333333334,-0.001,0.001
5,2025-12-19 06:46:48,7.0,-0.2343866666666666,-78.48419555555556,2025-12-19 06:46:48,2025-12-19,2.19722457733622,16.0,0.001,-0.001
8,2025-12-19 06:47:23,62.0,-0.2756955555555556,-78.48918222222223,2025-12-19 06:47:23,2025-12-19,3.58351893845611,14.999999999999996,-0.001,-0.001
3,2025-12-19 06:47:47,59.0,-0.3758088888888889,-78.49796444444445,2025-12-19 06:47:47,2025-12-19,3.218875824868201,13.666666666666671,-0.001,-0.001
15,2025-12-19 06:48:15,48.0,-0.39168,-78.52645333333334,2025-12-19 06:48:15,2025-12-19,3.367295829986474,-15.666666666666671,-0.001,-0.001
14,2025-12-19 06:48:21,15.0,-0.2281394444444444,-78.49512888888889,2025-12-19 06:48:21,2025-12-19,1.9459101490553128,-15.333333333333332,0.001,0.001
1,2025-12-19 06:48:36,13.0,-0.2284655555555555,-78.49549333333333,2025-12-19 06:48:36,2025-12-19,2.772588722239781,2.666666666666668,-0.0003261111111111,-0.0003644444444432
11,2025-12-19 06:48:38,56.0,-0.3755233333333333,-78.49348444444445,2025-12-19 06:48:38,2025-12-19,1.0986122886681098,10.333333333333336,-0.001,0.001
14,2025-12-19 06:49:15,46.0,-0.3409116666666666,-78.44854222222222,2025-12-19 06:49:15,2025-12-19,3.6375861597263857,1.6666666666666643,0.001,0.001
30,2025-12-19 06:49:21,18.0,-0.3839211111111111,-78.50744888888889,2025-12-19 06:49:21,2025-12-19,1.9459101490553128,-13.0,-0.001,-0.001
24,2025-12-19 06:49:22,17.0,-0.2326955555555555,-78.50469333333334,2025-12-19 06:49:22,2025-12-19,0.6931471805599453,-8.333333333333332,0.001,0.001
27,2025-12-19 06:49:31,21.0,-0.2289494444444444,-78.50680888888888,2025-12-19 06:49:31,2025-12-19,2.302585092994046,-0.3333333333333357,0.001,-0.001
13,2025-12-19 06:50:07,17.0,-0.2271383333333333,-78.49268444444445,2025-12-19 06:50:07,2025-12-19,3.610917912644224,4.666666666666668,0.001,0.001
16,2025-12-19 06:50:15,31.0,-0.3386994444444444,-78.44550222222222,2025-12-19 06:50:15,2025-12-19,2.19722457733622,0.0,-0.001,0.001
15,2025-12-19 06:50:16,21.0,-0.2313594444444444,-78.49917333333333,2025-12-19 06:50:16,2025-12-19,0.6931471805599453,12.0,0.001,-0.001
18,2025-12-19 06:50:17,53.0,-0.3191094444444444,-78.44231111111111,2025-12-19 06:50:17,2025-12-19,0.6931471805599453,-4.333333333333332,-0.001,0.001
6,2025-12-19 06:50:35,18.0,-0.2980883333333333,-78.46052444444445,2025-12-19 06:50:35,2025-12-19,2.9444389791664403,-3.666666666666668,0.001,-0.001
3,2025-12-19 06:50:36,10.0,-0.2299111111111111,-78.50652444444444,2025-12-19 06:50:36,2025-12-19,0.6931471805599453,-9.666666666666668,0.001,-0.001
1,2025-12-19 06:50:37,24.0,-0.2274261111111111,-78.49426666666666,2025-12-19 06:50:37,2025-12-19,0.6931471805599453,11.0,0.001,0.001
17,2025-12-19 06:50:42,51.0,-0.3436322222222222,-78.45368888888889,2025-12-19 06:50:42,2025-12-19,1.791759469228055,0.6666666666666679,-0.001,0.001
30,2025-12-19 06:50:46,12.0,-0.3770438888888889,-78.50666666666666,2025-12-19 06:50:46,2025-12-19,1.6094379124341005,-3.333333333333332,-0.001,-0.001
4,2025-12-19 06:51:27,14.0,-0.3692488888888889,-78.47872,2025-12-19 06:51:27,2025-12-19,3.737669618283368,-14.666666666666668,0.001,0.001
6,2025-12-19 06:51:41,7.0,-0.3372044444444444,-78.44381333333334,2025-12-19 06:51:41,2025-12-19,2.70805020110221,0.0,0.001,0.001
11,2025-12-19 06:51:45,12.0,-0.2310833333333333,-78.49877333333333,2025-12-19 06:51:45,2025-12-19,1.6094379124341005,-0.6666666666666661,0.001,-0.001
9,2025-12-19 06:51:50,12.0,-0.3865038888888888,-78.52186666666667,2025-12-19 06:51:50,2025-12-19,1.791759469228055,3.333333333333332,-0.001,-0.001
28,2025-12-19 06:51:51,17.0,-0.3781438888888889,-78.50516444444445,2025-12-19 06:51:51,2025-12-19,0.6931471805599453,-0.3333333333333321,0.001,0.001
21,2025-12-19 06:52:01,11.0,-0.2305172222222222,-78.49814222222223,2025-12-19 06:52:01,2025-12-19,2.3978952727983707,-0.6666666666666679,0.001,0.001
16,2025-12-19 06:52:12,10.0,-0.2297488888888889,-78.49744888888888,2025-12-19 06:52:12,2025-12-19,2.4849066497880004,-3.333333333333332,0.0007683333333333,0.0006933333333449
13,2025-12-19 06:52:12,7.0,-0.3778111111111111,-78.50542222222222,2025-12-19 06:52:12,2025-12-19,0.0,0.0,-0.001,-0.001
13,2025-12-19 06:52:13,11.0,-0.3686866666666666,-78.47782222222222,2025-12-19 06:52:13,2025-12-19,0.6931471805599453,3.666666666666666,0.001,0.001
20,2025-12-19 06:52:19,21.0,-0.388045,-78.52283555555556,2025-12-19 06:52:19,2025-12-19,1.9459101490553128,14.666666666666668,-0.001,-0.001
16,2025-12-19 06:52:43,51.0,-0.2388933333333333,-78.48463111111111,2025-12-19 06:52:43,2025-12-19,3.218875824868201,10.666666666666668,0.001,0.001
1,2025-12-19 06:52:47,43.0,-0.3135572222222222,-78.44187555555555,2025-12-19 06:52:47,2025-12-19,1.6094379124341005,-2.333333333333336,-0.001,0.001
6,2025-12-19 06:53:20,14.0,-0.2286716666666666,-78.49561777777778,2025-12-19 06:53:20,2025-12-19,3.5263605246161616,-8.333333333333332,0.001,-0.001
18,2025-12-19 06:53:46,26.0,-0.2303222222222222,-78.50548444444445,2025-12-19 06:53:46,2025-12-19,3.295836866004329,-11.666666666666668,-0.001,-0.001
24,2025-12-19 06:53:59,8.0,-0.3539366666666667,-78.46594666666667,2025-12-19 06:53:59,2025-12-19,2.6390573296152584,1.0,-0.001,0.001
3,2025-12-19 06:54:26,17.0,-0.228885,-78.50656,2025-12-19 06:54:26,2025-12-19,3.332204510175204,4.333333333333332,0.001,-0.001
3,2025-12-19 06:54:41,39.0,-0.279605,-78.47382222222222,2025-12-19 06:54:41,2025-12-19,2.772588722239781,14.666666666666668,-0.001,0.001
24,2025-12-19 06:54:48,52.0,-0.2280288888888889,-78.48616,2025-12-19 06:54:48,2025-12-19,2.079441541679836,-1.6666666666666643,0.001,-0.001
9,2025-12-19 06:55:02,12.0,-0.3645005555555555,-78.47428444444445,2025-12-19 06:55:02,2025-12-19,2.70805020110221,-4.000000000000004,-0.001,0.001
28,2025-12-19 06:55:07,27.0,-0.3072411111111111,-78.44809777777778,2025-12-19 06:55:07,2025-12-19,1.791759469228055,-12.666666666666664,0.001,0.001
6,2025-12-19 06:55:13,14.0,-0.232035,-78.50369777777777,2025-12-19 06:55:13,2025-12-19,1.9459101490553128,7.333333333333332,0.001,-0.001
12,2025-12-19 06:55:17,34.0,-0.3068138888888889,-78.44877333333334,2025-12-19 06:55:17,2025-12-19,1.6094379124341005,-5.666666666666668,-0.001,0.001
11,2025-12-19 06:56:02,10.0,-0.2289627777777777,-78.49599111111111,2025-12-19 06:56:02,2025-12-19,3.828641396489095,1.3333333333333357,0.001,-0.001
4,2025-12-19 06:56:04,18.0,-0.227185,-78.49262222222222,2025-12-19 06:56:04,2025-12-19,1.0986122886681098,-6.666666666666668,0.001,0.001
18,2025-12-19 06:56:07,14.0,-0.2288666666666666,-78.49587555555556,2025-12-19 06:56:07,2025-12-19,1.3862943611198906,7.0,-0.001,-0.001
13,2025-12-19 06:56:37,31.0,-0.3621033333333333,-78.4724,2025-12-19 06:56:37,2025-12-19,3.4339872044851463,-2.333333333333332,-0.001,0.001
30,2025-12-19 06:56:42,11.0,-0.3343955555555555,-78.44174222222222,2025-12-19 06:56:42,2025-12-19,1.791759469228055,11.333333333333332,0.001,0.001
20,2025-12-19 06:57:32,48.0,-0.3756583333333333,-78.494,2025-12-19 06:57:32,2025-12-19,3.9318256327243257,-5.333333333333332,-0.001,-0.001
20,2025-12-19 06:57:47,15.0,-0.2274066666666666,-78.49173333333333,2025-12-19 06:57:47,2025-12-19,2.772588722239781,8.666666666666668,0.001,0.001
3,2025-12-19 06:58:05,37.0,-0.2692266666666666,-78.48707555555555,2025-12-19 06:58:05,2025-12-19,2.9444389791664403,-10.000000000000004,-0.001,0.001
17,2025-12-19 06:58:25,18.0,-0.341425,-78.44950222222222,2025-12-19 06:58:25,2025-12-19,3.044522437723423,4.0,-0.001,0.001
21,2025-12-19 06:58:27,27.0,-0.3560566666666667,-78.46762666666666,2025-12-19 06:58:27,2025-12-19,1.0986122886681098,0.6666666666666679,-0.001,-0.001
24,2025-12-19 06:58:37,39.0,-0.3554483333333333,-78.46713777777778,2025-12-19 06:58:37,2025-12-19,2.3978952727983707,2.666666666666668,0.0006083333333333,0.0004888888888814
6,2025-12-19 06:58:47,26.0,-0.3547588888888889,-78.46658666666667,2025-12-19 06:58:47,2025-12-19,2.3978952727983707,-5.666666666666668,0.0006894444444444,0.0005511111111076
4,2025-12-19 06:58:56,10.0,-0.2376227777777777,-78.48498666666667,2025-12-19 06:58:56,2025-12-19,2.302585092994046,-9.333333333333334,0.001,-0.001
19,2025-12-19 06:59:08,11.0,-0.2299161111111111,-78.49767111111112,2025-12-19 06:59:08,2025-12-19,2.5649493574615367,-5.0,0.001,-0.001
2,2025-12-19 06:59:28,11.0,-0.2304205555555555,-78.49819555555555,2025-12-19 06:59:28,2025-12-19,3.044522437723423,13.333333333333334,-0.0005044444444443,-0.0005244444444372
21,2025-12-19 06:59:34,50.0,-0.3388333333333333,-78.44563555555555,2025-12-19 06:59:34,2025-12-19,1.9459101490553128,15.666666666666664,-0.001,0.001
15,2025-12-19 07:00:11,58.0,-0.3236727777777777,-78.44066666666667,2025-12-19 07:00:11,2025-12-19,3.6375861597263857,-0.3333333333333286,0.001,0.001
25,2025-12-19 07:00:50,10.0,-0.2536766666666666,-78.48347555555556,2025-12-19 07:00:50,2025-12-19,3.688879454113936,2.3333333333333286,0.001,-0.001
3,2025-12-19 07:00:53,57.0,-0.3203633333333333,-78.44235555555555,2025-12-19 07:00:53,2025-12-19,1.3862943611198906,4.666666666666671,-0.001,0.001
18,2025-12-19 07:01:06,72.0,-0.25258,-78.48325333333334,2025-12-19 07:01:06,2025-12-19,2.6390573296152584,11.333333333333329,0.001,-0.001
11,2025-12-19 07:01:16,44.0,-0.2540322222222222,-78.48386666666667,2025-12-19 07:01:16,2025-12-19,2.3978952727983707,1.6666666666666714,-0.001,-0.0006133333333337
5,2025-12-19 07:01:55,62.0,-0.2463288888888888,-78.48455111111112,2025-12-19 07:01:55,2025-12-19,3.688879454113936,2.3333333333333286,0.001,-0.0006844444444453
24,2025-12-19 07:01:55,79.0,-0.25786,-78.48578666666667,2025-12-19 07:01:55,2025-12-19,0.0,-2.3333333333333286,-0.001,-0.001
19,2025-12-19 07:02:02,37.0,-0.3163661111111111,-78.44208888888889,2025-12-19 07:02:02,2025-12-19,2.079441541679836,-8.666666666666671,-0.001,0.001
28,2025-12-19 07:02:10,36.0,-0.3158677777777778,-78.44204444444445,2025-12-19 07:02:10,2025-12-19,2.19722457733622,-4.666666666666664,0.0004983333333333,4.4444444441182895e-05
24,2025-12-19 07:02:17,65.0,-0.3429155555555555,-78.45230222222222,2025-12-19 07:02:17,2025-12-19,2.079441541679836,10.333333333333336,-0.001,-0.001
20,2025-12-19 07:02:20,68.0,-0.2615844444444444,-78.48845333333334,2025-12-19 07:02:20,2025-12-19,1.3862943611198906,-5.666666666666671,0.001,-0.001
25,2025-12-19 07:02:35,19.0,-0.3778194444444444,-78.50282666666666,2025-12-19 07:02:35,2025-12-19,2.772588722239781,-14.0,-0.001,-0.001
21,2025-12-19 07:02:59,23.0,-0.3348372222222222,-78.44187555555555,2025-12-19 07:02:59,2025-12-19,3.218875824868201,-6.9999999999999964,0.001,0.001
7,2025-12-19 07:03:02,47.0,-0.3407816666666666,-78.44833777777778,2025-12-19 07:03:02,2025-12-19,1.3862943611198906,0.0,-0.001,-0.001
13,2025-12-19 07:03:24,19.0,-0.2318216666666666,-78.50369777777777,2025-12-19 07:03:24,2025-12-19,3.1354942159291497,-4.333333333333336,0.001,-0.001
21,2025-12-19 07:03:28,10.0,-0.299705,-78.45914666666667,2025-12-19 07:03:28,2025-12-19,1.6094379124341005,6.333333333333336,-0.001,0.001
23,2025-12-19 07:03:30,66.0,-0.31109,-78.44204444444445,2025-12-19 07:03:30,2025-12-19,1.0986122886681098,-1.0,-0.001,0.001
7,2025-12-19 07:03:38,16.0,-0.2306205555555555,-78.50455111111111,2025-12-19 07:03:38,2025-12-19,2.19722457733622,4.666666666666668,0.001,-0.001
21,2025-12-19 07:04:04,24.0,-0.3339672222222222,-78.43902222222222,2025-12-19 07:04:04,2025-12-19,3.295836866004329,-0.6666666666666714,-0.001,0.001
12,2025-12-19 07:04:17,64.0,-0.3078738888888889,-78.44700444444445,2025-12-19 07:04:17,2025-12-19,2.6390573296152584,9.333333333333336,0.001,-0.001
29,2025-12-19 07:04:20,44.0,-0.3340355555555555,-78.43767111111111,2025-12-19 07:04:20,2025-12-19,1.3862943611198906,19.333333333333336,-0.001,0.001
11,2025-12-19 07:04:20,82.0,-0.2773688888888889,-78.48531555555556,2025-12-19 07:04:20,2025-12-19,0.0,-12.333333333333336,0.001,-0.001
26,2025-12-19 07:04:21,27.0,-0.3634716666666667,-78.47348444444444,2025-12-19 07:04:21,2025-12-19,0.6931471805599453,-11.333333333333336,-0.001,0.001
29,2025-12-19 07:05:07,10.0,-0.3360672222222222,-78.44254222222222,2025-12-19 07:05:07,2025-12-19,3.8501476017100575,-7.666666666666664,0.001,0.001
27,2025-12-19 07:05:09,59.0,-0.2281638888888889,-78.48606222222222,2025-12-19 07:05:09,2025-12-19,1.0986122886681098,-1.0,0.001,-0.001
3,2025-12-19 07:05:17,24.0,-0.3051388888888889,-78.45122666666667,2025-12-19 07:05:17,2025-12-19,2.19722457733622,6.333333333333336,-0.001,0.001
25,2025-12-19 07:05:41,29.0,-0.3710261111111111,-78.48484444444445,2025-12-19 07:05:41,2025-12-19,3.218875824868201,-17.000000000000004,-0.001,-0.001
4,2025-12-19 07:06:08,8.0,-0.2315272222222222,-78.50420444444444,2025-12-19 07:06:08,2025-12-19,3.332204510175204,-4.666666666666666,0.001,-0.001
13,2025-12-19 07:06:34,10.0,-0.2270088888888889,-78.49088888888889,2025-12-19 07:06:34,2025-12-19,3.295836866004329,1.0000000000000018,0.001,0.001
15,2025-12-19 07:07:08,32.0,-0.2817388888888888,-78.47099555555556,2025-12-19 07:07:08,2025-12-19,3.555348061489413,3.333333333333332,-0.001,0.001
12,2025-12-19 07:07:29,18.0,-0.3316883333333333,-78.43479111111111,2025-12-19 07:07:29,2025-12-19,3.091042453358316,2.666666666666668,-0.001,0.001
25,2025-12-19 07:07:30,18.0,-0.3683344444444444,-78.47740444444445,2025-12-19 07:07:30,2025-12-19,0.6931471805599453,-6.333333333333336,-0.001,-0.001
2,2025-12-19 07:07:31,13.0,-0.233595,-78.50319111111111,2025-12-19 07:07:31,2025-12-19,0.6931471805599453,10.333333333333336,0.001,-0.001
8,2025-12-19 07:07:32,49.0,-0.2799388888888889,-78.47295111111112,2025-12-19 07:07:32,2025-12-19,0.6931471805599453,6.666666666666668,-0.001,0.001
9,2025-12-19 07:07:45,38.0,-0.3396522222222222,-78.44662222222222,2025-12-19 07:07:45,2025-12-19,2.6390573296152584,1.6666666666666643,-0.001,0.001
30,2025-12-19 07:07:55,18.0,-0.2275483333333333,-78.49448,2025-12-19 07:07:55,2025-12-19,2.3978952727983707,13.0,0.001,-0.001
7,2025-12-19 07:08:04,88.0,-0.3278633333333333,-78.43777777777778,2025-12-19 07:08:04,2025-12-19,2.302585092994046,-10.0,-0.001,0.001
24,2025-12-19 07:08:05,8.0,-0.3672183333333333,-78.47646222222222,2025-12-19 07:08:05,2025-12-19,0.6931471805599453,-2.6666666666666643,-0.001,-0.001
23,2025-12-19 07:08:10,10.0,-0.3671361111111111,-78.4764,2025-12-19 07:08:10,2025-12-19,1.791759469228055,-21.66666666666667,8.222222222220577e-05,6.222222222618257e-05
28,2025-12-19 07:08:11,23.0,-0.2327216666666666,-78.50127111111111,2025-12-19 07:08:11,2025-12-19,0.6931471805599453,4.666666666666666,0.001,-0.001
11,2025-12-19 07:08:15,22.0,-0.2964211111111111,-78.46167111111112,2025-12-19 07:08:15,2025-12-19,1.6094379124341005,1.0,-0.001,0.001
2,2025-12-19 07:09:29,13.0,-0.2296888888888889,-78.49726222222222,2025-12-19 07:09:29,2025-12-19,4.31748811353631,13.666666666666668,0.001,-0.001
21,2025-12-19 07:09:39,64.0,-0.3192038888888889,-78.44230222222222,2025-12-19 07:09:39,2025-12-19,2.3978952727983707,-7.333333333333332,-0.001,0.001
23,2025-12-19 07:09:56,0.0,-0.2321866666666666,-78.50459555555555,2025-12-19 07:09:56,2025-12-19,2.8903717578961645,10.666666666666668,0.001,-0.001
17,2025-12-19 07:10:37,45.0,-0.2676861111111111,-78.48644444444444,2025-12-19 07:10:37,2025-12-19,3.737669618283368,-17.000000000000004,-0.001,0.001
3,2025-12-19 07:10:41,13.0,-0.2335416666666666,-78.50272888888888,2025-12-19 07:10:41,2025-12-19,1.6094379124341005,14.000000000000004,0.001,-0.001
11,2025-12-19 07:10:43,42.0,-0.2671338888888889,-78.48641777777777,2025-12-19 07:10:43,2025-12-19,1.0986122886681098,-6.333333333333336,-0.001,0.001
7,2025-12-19 07:11:01,26.0,-0.3443155555555555,-78.45487111111112,2025-12-19 07:11:01,2025-12-19,2.9444389791664403,1.666666666666668,-0.001,0.001
18,2025-12-19 07:11:32,18.0,-0.2630133333333333,-78.48811555555555,2025-12-19 07:11:32,2025-12-19,3.4657359027997265,-3.0,0.001,-0.001
29,2025-12-19 07:11:46,33.0,-0.3591916666666667,-78.47009777777778,2025-12-19 07:11:46,2025-12-19,2.70805020110221,0.0,-0.001,0.001
20,2025-12-19 07:12:12,26.0,-0.2979033333333333,-78.46064,2025-12-19 07:12:12,2025-12-19,3.295836866004329,-2.666666666666668,0.001,0.001
17,2025-12-19 07:12:14,10.0,-0.3072627777777778,-78.4480088888889,2025-12-19 07:12:14,2025-12-19,1.0986122886681098,0.6666666666666679,-0.001,0.001
16,2025-12-19 07:13:19,35.0,-0.3046372222222222,-78.45204444444444,2025-12-19 07:13:19,2025-12-19,4.189654742026425,-0.6666666666666679,0.001,-0.001
16,2025-12-19 07:13:28,24.0,-0.2572372222222222,-78.48503111111111,2025-12-19 07:13:28,2025-12-19,2.302585092994046,12.333333333333336,0.001,-0.001
17,2025-12-19 07:13:47,47.0,-0.29069,-78.46506666666667,2025-12-19 07:13:47,2025-12-19,2.995732273553991,8.0,-0.001,0.001
25,2025-12-19 07:14:05,59.0,-0.2904488888888888,-78.46523555555555,2025-12-19 07:14:05,2025-12-19,2.9444389791664403,-4.333333333333336,0.0002411111111111,-0.0001688888888793
6,2025-12-19 07:14:14,11.0,-0.2295583333333333,-78.50627555555556,2025-12-19 07:14:14,2025-12-19,2.302585092994046,3.333333333333336,0.001,-0.001
26,2025-12-19 07:14:35,57.0,-0.2879944444444444,-78.46684444444445,2025-12-19 07:14:35,2025-12-19,3.091042453358316,-2.333333333333336,-0.001,0.001
19,2025-12-19 07:14:40,52.0,-0.3184872222222222,-78.44230222222222,2025-12-19 07:14:40,2025-12-19,1.791759469228055,1.3333333333333357,-0.001,0.001
23,2025-12-19 07:15:46,15.0,-0.2270927777777777,-78.4907288888889,2025-12-19 07:15:46,2025-12-19,4.204692619390966,0.3333333333333286,0.001,-0.001
13,2025-12-19 07:15:52,58.0,-0.2468266666666666,-78.48432,2025-12-19 07:15:52,2025-12-19,1.9459101490553128,-3.0,-0.001,0.001
24,2025-12-19 07:16:02,43.0,-0.2806894444444444,-78.47187555555556,2025-12-19 07:16:02,2025-12-19,2.3978952727983707,1.6666666666666714,-0.001,0.001
29,2025-12-19 07:16:23,20.0,-0.2444972222222222,-78.48494222222222,2025-12-19 07:16:23,2025-12-19,3.091042453358316,0.0,0.001,-0.001
16,2025-12-19 07:16:50,58.0,-0.2790688888888888,-78.47812444444445,2025-12-19 07:16:50,2025-12-19,3.332204510175204,2.0,-0.001,0.001
5,2025-12-19 07:17:02,49.0,-0.2793,-78.4758311111111,2025-12-19 07:17:02,2025-12-19,2.5649493574615367,-4.333333333333336,-0.0002311111111111,0.001
1,2025-12-19 07:17:22,7.0,-0.2425033333333333,-78.48536,2025-12-19 07:17:22,2025-12-19,3.044522437723423,6.333333333333336,0.001,-0.001
